4001_16542	20150721	1259	15	14	2448.0
4001_16542	20150722	1104	2	2	281.0
4001_16543	20150721	1604	7	7	957.0
4001_16544	20150721	7474	33	31	5124.0
4001_16545	20150721	1706	6	6	839.0
4001_16545	20150722	1346	3	3	482.0
4001_16546	20150721	1627	7	7	973.0
4001_16547	20150721	633	1	1	106.0
4001_16548	20150721	3029	10	10	1084.0
4001_16549	20150721	2386	7	7	819.0
4001_16550	20150721	3481	14	13	1653.0
4001_16551	20150721	9105	61	50	7338.0
4001_16551	20150722	461	0	0	0.0
4001_16552	20150721	4854	27	24	3513.0
4001_16553	20150721	12980	81	60	10492.0
4001_16553	20150722	7230	16	13	2198.0
4001_16553	20150723	13670	29	20	3777.0
4001_16553	20150724	7172	21	13	2489.0
4001_16553	20150725	6160	14	6	1913.0
4001_16553	20150726	10514	0	0	0.0
4001_16554	20150721	401	1	1	92.0
4001_16555	20150721	878	3	3	434.0
4001_16556	20150721	5852	11	9	5147.0
4001_16556	20150722	2022	5	4	1069.0
4001_16556	20150723	3811	8	3	1293.0
4001_16556	20150724	769	20	10	3766.0
4001_16556	20150725	2580	9	1	860.0
4001_16556	20150726	2021	4	1	439.0
4001_16556	20150727	647	6	3	929.0
4001_16556	20150728	1471	1	1	128.0
4001_16557	20150721	447	1	1	104.0
4001_16558	20150721	1715	7	7	915.0
4001_16559	20150721	980	5	5	390.0
4001_16560	20150721	2722	9	9	1176.0
4001_16561	20150721	6065	11	9	2280.0
4001_16561	20150722	1719	1	1	161.0
4001_16561	20150723	1686	0	0	0.0
4001_16561	20150724	1623	0	0	0.0
4001_16561	20150725	1620	1	1	166.0
4001_16561	20150726	2344	0	0	0.0
4001_16561	20150727	1646	0	0	0.0
4001_16561	20150728	2286	0	0	0.0
4001_16562	20150721	561	2	2	183.0
4001_16563	20150721	5707	27	22	2977.0
4001_16564	20150721	302	0	0	0.0
4001_16565	20150721	2389	16	13	2738.0
4001_16566	20150721	665	1	1	138.0
4001_16567	20150721	15906	50	40	8400.0
4001_16567	20150722	15412	29	21	7789.0
4001_16567	20150723	2637	4	2	446.0
4001_16568	20150721	1376	17	17	4755.0
4001_16568	20150722	2111	6	5	1138.0
4001_16568	20150723	1229	0	0	0.0
4001_16568	20150725	2682	6	4	1771.0
4001_16568	20150726	502	3	2	838.0
4001_16568	20150727	3436	5	5	1270.0
4001_16568	20150728	2126	2	2	367.0
4001_16569	20150721	974	4	4	438.0
4001_16570	20150721	761	3	3	353.0
4001_16571	20150721	871	3	3	454.0
4001_16572	20150721	4375	14	14	2423.0
4001_16573	20150721	882	2	2	192.0
4001_16574	20150721	17460	60	52	10802.0
4001_16574	20150722	10390	12	10	3778.0
4001_16575	20150721	816	4	4	367.0
4001_16576	20150721	967	21	20	1906.0
4001_16576	20150722	31970	84	58	20221.0
4001_16576	20150723	23621	39	23	16315.0
4001_16576	20150724	16112	29	20	7084.0
4001_16576	20150725	15954	44	32	9757.0
4001_16576	20150726	21149	34	19	19212.0
4001_16576	20150727	23164	35	25	18281.0
4001_16576	20150728	15331	32	19	9076.0
4001_16577	20150721	364	0	0	0.0
4001_16578	20150721	6259	12	11	3128.0
4001_16579	20150721	1899	2	2	512.0
4001_16579	20150722	2087	1	1	147.0
4001_16579	20150723	328	0	0	0.0
4001_16580	20150721	640	1	1	105.0
4001_16581	20150721	774	3	3	387.0
4001_16582	20150721	10720	24	22	11211.0
4001_16582	20150722	4326	8	7	1370.0
4001_16582	20150723	351	0	0	0.0
4001_16582	20150725	1096	3	3	373.0
4001_16582	20150726	8236	18	16	4394.0
4001_16582	20150727	329	0	0	0.0
4001_16583	20150721	1181	3	3	249.0
4001_16584	20150721	14579	64	50	7099.0
4001_16584	20150722	11360	17	14	2302.0
4001_16584	20150723	14258	44	30	9562.0
4001_16584	20150724	9986	23	17	4098.0
4001_16584	20150725	7089	19	14	2349.0
4001_16584	20150726	6616	27	19	4906.0
4001_16584	20150727	8255	19	13	3147.0
4001_16584	20150728	3491	4	2	416.0
4001_16585	20150721	2341	9	9	1276.0
4001_16586	20150721	425	1	1	115.0
4001_16587	20150721	1533	7	7	759.0
4001_16588	20150721	885	5	5	389.0
4001_16589	20150721	616	1	1	130.0
4001_16590	20150721	2902	11	11	1706.0
4001_16591	20150721	1478	5	5	785.0
4001_16592	20150721	12373	52	48	8538.0
4001_16592	20150722	6931	5	3	1005.0
4001_16592	20150723	6781	12	8	2239.0
4001_16592	20150724	6346	7	5	1292.0
4001_16592	20150725	4167	10	8	1355.0
4001_16593	20150721	305	0	0	0.0
4001_16594	20150721	1872	4	4	456.0
4001_16594	20150722	315	0	0	0.0
4001_16594	20150723	303	0	0	0.0
4001_16595	20150721	777	2	2	283.0
4001_16596	20150721	302	2	2	223.0
4001_16597	20150721	2586	19	16	3157.0
4001_16597	20150722	2026	11	9	2144.0
4001_16597	20150723	1380	1	1	161.0
4001_16597	20150725	751	0	0	0.0
4001_16597	20150726	1770	2	2	730.0
4001_16597	20150727	1768	0	0	0.0
4001_16597	20150728	1284	0	0	0.0
4001_16598	20150721	442	1	1	91.0
4001_16599	20150721	458	1	1	123.0
4001_16600	20150721	2609	9	9	1404.0
4001_16600	20150722	1499	0	0	0.0
4001_16600	20150723	1525	0	0	0.0
4001_16600	20150724	1474	0	0	0.0
4001_16600	20150725	1292	0	0	0.0
4001_16600	20150726	1527	0	0	0.0
4001_16600	20150727	2669	0	0	0.0
4001_16600	20150728	1536	0	0	0.0
4001_16601	20150721	4003	30	27	2918.0
4001_16601	20150723	342	0	0	0.0
4001_16602	20150721	3518	18	18	1989.0
4001_16603	20150721	301	9	9	1286.0
4001_16604	20150721	7406	18	17	3478.0
4001_16604	20150722	2661	5	1	720.0
4001_16604	20150723	1079	1	1	269.0
4001_16604	20150725	1293	3	3	453.0
4001_16604	20150726	0	2	2	424.0
4001_16604	20150727	2924	2	1	1329.0
4001_16604	20150728	753	0	0	0.0
4001_16605	20150721	5817	23	14	2772.0
4001_16605	20150722	3816	6	4	876.0
4001_16605	20150723	658	0	0	0.0
4001_16605	20150724	4374	6	4	1073.0
4001_16605	20150725	1914	4	2	543.0
4001_16605	20150726	839	0	0	0.0
4001_16605	20150728	442	0	0	0.0
4001_16606	20150721	17294	25	23	5518.0
4001_16606	20150722	19591	8	5	1983.0
4001_16606	20150723	4142	0	0	0.0
4001_16606	20150724	19877	5	4	1711.0
4001_16606	20150727	11249	10	6	2224.0
4001_16606	20150728	3201	1	1	88.0
4001_16607	20150721	3537	6	6	1532.0
4001_16608	20150721	654	5	5	553.0
4001_16609	20150721	3505	11	9	4748.0
4001_16609	20150722	1519	4	4	646.0
4001_16609	20150723	4063	13	10	2336.0
4001_16609	20150724	447	4	3	618.0
4001_16609	20150725	2206	5	2	1119.0
4001_16609	20150726	6035	17	5	3358.0
4001_16609	20150727	1503	3	2	531.0
4001_16609	20150728	985	0	0	0.0
4001_16610	20150721	301	0	0	0.0
4001_16611	20150721	6212	20	15	3703.0
4001_16611	20150722	2686	9	4	1447.0
4001_16611	20150723	1558	4	4	570.0
4001_16611	20150725	327	3	3	469.0
4001_16611	20150726	531	3	2	489.0
4001_16611	20150727	1409	0	0	0.0
4001_16611	20150728	1759	0	0	0.0
4001_16612	20150721	7152	29	27	3879.0
4001_16612	20150722	306	0	0	0.0
4001_16613	20150721	28968	66	56	12912.0
4001_16613	20150722	27252	48	43	12217.0
4001_16613	20150723	31793	48	33	14960.0
4001_16613	20150724	18071	33	24	7664.0
4001_16613	20150725	30527	83	70	16699.0
4001_16613	20150726	21696	51	38	10680.0
4001_16613	20150727	15216	30	18	6833.0
4001_16613	20150728	13528	30	24	5439.0
4001_16614	20150721	875	2	2	218.0
4001_16615	20150721	1187	6	6	692.0
4001_16616	20150721	792	3	3	363.0
4001_16617	20150721	791	2	2	305.0
4001_16618	20150721	1402	5	5	549.0
4001_16619	20150721	1609	8	8	835.0
4001_16620	20150721	1949	8	8	908.0
4001_16621	20150721	11121	31	29	5309.0
4001_16622	20150721	652	2	2	249.0
4001_16623	20150721	1615	7	7	852.0
4001_16624	20150721	5801	19	17	4649.0
4001_16624	20150722	1039	2	2	285.0
4001_16625	20150721	447	0	0	0.0
4001_16626	20150721	598	2	2	222.0
4001_16627	20150721	2829	14	14	1645.0
4001_16628	20150721	1285	6	6	704.0
4001_16629	20150721	2032	15	13	1654.0
4001_16630	20150721	680	2	2	305.0
4001_16631	20150721	1332	3	3	340.0
4001_16632	20150721	4407	13	12	2271.0
4001_16632	20150722	2192	3	3	554.0
4001_16632	20150723	2017	3	3	326.0
4001_16632	20150725	370	3	3	264.0
4001_16632	20150726	1152	1	1	210.0
4001_16632	20150727	2306	3	3	253.0
4001_16632	20150728	1341	1	1	136.0
4001_16633	20150721	937	1	1	629.0
4001_16634	20150721	2005	12	12	1909.0
4001_16635	20150721	11281	40	33	5555.0
4001_16636	20150721	404	1	1	97.0
4001_16637	20150721	1524	8	8	917.0
4001_16638	20150721	8146	20	20	3224.0
4001_16638	20150722	10351	8	7	1324.0
4001_16638	20150723	1454	0	0	0.0
4001_16638	20150724	2054	1	1	103.0
4001_16639	20150721	17308	61	55	9705.0
4001_16639	20150722	14962	32	21	7602.0
4001_16639	20150723	10203	29	23	4418.0
4001_16639	20150724	6010	14	13	2020.0
4001_16639	20150725	1232	2	2	339.0
4001_16639	20150727	4316	3	3	557.0
4001_16639	20150728	2624	4	4	557.0
4001_16640	20150721	9832	57	47	7443.0
4001_16640	20150722	2803	3	2	413.0
4001_16641	20150721	532	17	16	2330.0
4001_16641	20150722	2008	9	9	1074.0
4001_16641	20150723	1796	0	0	0.0
4001_16641	20150724	2775	2	1	437.0
4001_16641	20150725	1831	1	1	223.0
4001_16641	20150726	375	0	0	0.0
4001_16641	20150727	4330	0	0	0.0
4001_16641	20150728	1661	1	1	325.0
4001_16642	20150721	11313	23	19	6546.0
4001_16642	20150722	17608	42	33	14715.0
4001_16642	20150723	15689	41	33	13729.0
4001_16642	20150724	28199	41	28	13103.0
4001_16642	20150725	16301	32	24	9655.0
4001_16642	20150726	11097	12	8	3428.0
4001_16642	20150727	6335	3	3	2572.0
4001_16642	20150728	8747	16	7	4964.0
4001_16643	20150721	1200	5	5	511.0
4001_16644	20150721	918	3	3	405.0
4001_16645	20150721	2866	10	10	1734.0
4001_16646	20150721	7184	34	18	5243.0
4001_16647	20150721	686	0	0	0.0
4001_16648	20150721	9234	47	45	6383.0
4001_16649	20150721	3954	16	16	2232.0
4001_16650	20150721	1499	3	3	1460.0
4001_16651	20150721	2553	10	8	1408.0
4001_16652	20150721	3999	42	39	7845.0
4001_16652	20150722	9802	22	14	7540.0
4001_16653	20150721	733	2	2	302.0
4001_16654	20150721	2893	9	9	1460.0
4001_16654	20150722	2219	6	6	1118.0
4001_16654	20150723	1630	5	5	661.0
4001_16654	20150724	1877	5	5	1236.0
4001_16654	20150725	1391	4	3	581.0
4001_16654	20150726	1576	4	4	769.0
4001_16654	20150727	2095	4	2	842.0
4001_16654	20150728	1628	6	5	867.0
4001_16655	20150721	2798	4	4	515.0
4001_16655	20150722	641	0	0	0.0
4001_16655	20150723	6374	13	13	2031.0
4001_16655	20150724	482	0	0	0.0
4001_16656	20150721	1703	4	4	538.0
4001_16656	20150722	1990	0	0	0.0
4001_16656	20150723	1714	2	2	457.0
4001_16656	20150724	1615	0	0	0.0
4001_16656	20150725	1555	2	2	793.0
4001_16656	20150726	1583	2	2	904.0
4001_16656	20150727	1831	0	0	0.0
4001_16656	20150728	1615	0	0	0.0
4001_16657	20150721	892	4	4	438.0
4001_16658	20150721	1568	4	4	779.0
4001_16658	20150722	1731	0	0	0.0
4001_16658	20150723	1837	2	2	530.0
4001_16658	20150724	1706	0	0	0.0
4001_16658	20150725	1614	2	2	791.0
4001_16658	20150726	1615	2	2	763.0
4001_16658	20150727	1534	0	0	0.0
4001_16658	20150728	1660	0	0	0.0
4001_16659	20150721	9054	60	52	8259.0
4001_16660	20150721	1404	4	4	434.0
4001_16661	20150721	309	0	0	0.0
4001_16661	20150724	5531	27	21	2978.0
4001_16661	20150725	7889	27	22	3081.0
4001_16661	20150726	3301	0	0	0.0
4001_16662	20150721	644	0	0	0.0
4001_16663	20150721	307	0	0	0.0
4001_16664	20150721	892	3	3	476.0
4001_16665	20150721	1672	6	6	715.0
4001_16666	20150721	303	0	0	0.0
4001_16667	20150721	15327	49	43	7332.0
4001_16667	20150722	734	1	1	184.0
4001_16668	20150721	2845	14	14	1956.0
4001_16668	20150722	1468	4	4	593.0
4001_16668	20150723	1363	4	4	578.0
4001_16668	20150724	1442	2	1	580.0
4001_16668	20150725	1025	1	1	96.0
4001_16668	20150726	1695	2	1	764.0
4001_16668	20150727	1279	2	1	407.0
4001_16668	20150728	799	0	0	0.0
4001_16669	20150721	32532	65	56	19740.0
4001_16669	20150722	34002	37	30	15141.0
4001_16669	20150723	33193	48	33	20245.0
4001_16669	20150724	19009	28	18	10746.0
4001_16669	20150725	24161	45	29	17673.0
4001_16669	20150726	3460	12	6	2085.0
4001_16669	20150727	28046	66	58	20646.0
4001_16669	20150728	24869	29	22	12614.0
4001_16670	20150721	20162	49	42	22828.0
4001_16670	20150722	17643	29	17	7917.0
4001_16670	20150723	24958	54	37	31581.0
4001_16670	20150724	15570	39	33	6912.0
4001_16670	20150725	20647	30	22	8535.0
4001_16670	20150726	13079	39	26	16565.0
4001_16670	20150727	23133	53	43	14349.0
4001_16670	20150728	16584	11	8	4882.0
4001_16671	20150721	1385	7	7	759.0
4001_16672	20150721	5428	38	35	4068.0
4001_16673	20150721	973	4	4	397.0
4001_16674	20150721	694	2	2	243.0
4001_16675	20150721	17229	54	38	6020.0
4001_16675	20150722	9673	22	18	2581.0
4001_16675	20150723	10540	1	1	444.0
4001_16675	20150724	8237	14	10	1579.0
4001_16675	20150726	8524	9	6	1023.0
4001_16675	20150727	13788	3	3	1053.0
4001_16676	20150721	1860	14	10	2108.0
4001_16677	20150721	1747	10	9	1189.0
4001_16678	20150721	464	1	1	113.0
4001_16679	20150721	708	1	1	97.0
4001_16680	20150721	4062	15	15	2554.0
4001_16680	20150722	3618	10	8	2223.0
4001_16681	20150721	556	1	1	124.0
4001_16682	20150721	928	4	4	446.0
4001_16683	20150721	1888	7	7	844.0
4001_16684	20150721	304	0	0	0.0
4001_16685	20150721	722	3	3	336.0
4001_16686	20150721	7105	90	77	14961.0
4001_16686	20150722	8781	23	19	4927.0
4001_16687	20150721	12709	44	37	6248.0
4001_16687	20150722	13742	31	21	6713.0
4001_16687	20150723	12713	30	21	5046.0
4001_16687	20150724	7466	1	1	938.0
4001_16687	20150725	2878	1	1	269.0
4001_16687	20150726	14083	10	5	2919.0
4001_16687	20150727	8882	25	25	3525.0
4001_16687	20150728	3756	8	8	1216.0
4001_16688	20150721	460	0	0	0.0
4001_16689	20150721	1811	10	8	1095.0
4001_16690	20150721	6633	24	22	3872.0
4001_16691	20150721	4917	9	9	1754.0
4001_16691	20150722	2890	1	1	252.0
4001_16691	20150723	2407	0	0	0.0
4001_16691	20150724	3765	0	0	0.0
4001_16691	20150725	2349	0	0	0.0
4001_16691	20150726	7651	0	0	0.0
4001_16691	20150727	5122	0	0	0.0
4001_16691	20150728	9104	0	0	0.0
4001_16692	20150721	4075	17	16	2217.0
4001_16693	20150721	3809	15	12	2488.0
4001_16693	20150722	2257	3	3	754.0
4001_16693	20150723	1595	3	3	472.0
4001_16693	20150724	2557	2	2	254.0
4001_16693	20150725	333	4	4	941.0
4001_16693	20150726	1928	2	2	205.0
4001_16693	20150727	624	4	4	436.0
4001_16693	20150728	1818	4	3	625.0
4001_16694	20150721	2360	9	9	1375.0
4001_16694	20150722	1477	1	1	68.0
4001_16694	20150723	1618	5	3	386.0
4001_16694	20150724	1548	3	3	501.0
4001_16694	20150725	1483	1	1	105.0
4001_16694	20150726	3474	0	0	0.0
4001_16694	20150727	318	2	2	214.0
4001_16694	20150728	1594	5	4	637.0
4001_16695	20150721	966	5	5	530.0
4001_16696	20150721	489	0	0	0.0
4001_16697	20150721	2756	10	9	1004.0
4001_16697	20150722	1715	6	5	748.0
4001_16697	20150723	1607	6	5	647.0
4001_16697	20150724	1656	5	2	563.0
4001_16697	20150725	1779	5	3	488.0
4001_16697	20150726	1954	5	2	718.0
4001_16697	20150727	1652	3	1	474.0
4001_16697	20150728	1065	4	4	342.0
4001_16698	20150721	968	3	3	570.0
4001_16699	20150721	871	4	4	434.0
4001_16700	20150721	1886	8	8	911.0
4001_16701	20150721	307	0	0	0.0
4001_16702	20150721	1936	8	8	1101.0
4001_16702	20150722	3257	8	6	1288.0
4001_16703	20150721	2005	7	7	832.0
4001_16704	20150721	600	1	1	289.0
4001_16705	20150721	2918	10	10	1412.0
4001_16705	20150723	2202	2	2	683.0
4001_16705	20150724	2885	6	5	862.0
4001_16705	20150727	2685	4	4	709.0
4001_16705	20150728	3430	5	4	839.0
4001_16706	20150721	302	4	4	464.0
4001_16707	20150721	2955	15	15	1556.0
4001_16708	20150721	4752	18	18	2885.0
4001_16708	20150722	1912	4	2	380.0
4001_16708	20150723	3291	13	10	1735.0
4001_16708	20150724	585	1	1	153.0
4001_16709	20150721	455	1	1	130.0
4001_16710	20150721	670	2	2	281.0
4001_16711	20150721	1520	4	4	471.0
4001_16712	20150721	3216	11	11	2457.0
4001_16713	20150721	410	2	2	234.0
4001_16713	20150722	330	0	0	0.0
4001_16714	20150721	1059	2	2	224.0
4001_16715	20150721	1978	3	3	1291.0
4001_16716	20150721	501	1	1	136.0
4001_16717	20150721	8866	34	30	4505.0
4001_16717	20150722	7782	25	23	4137.0
4001_16718	20150721	528	1	1	95.0
4001_16719	20150721	402	1	1	94.0
4001_16720	20150721	1159	4	4	622.0
4001_16721	20150721	8389	26	13	7596.0
4001_16722	20150721	428	1	1	117.0
4001_16723	20150721	2586	7	7	998.0
4001_16724	20150721	2955	9	9	1210.0
4001_16725	20150721	704	3	3	323.0
4001_16726	20150721	745	4	4	253.0
4001_16727	20150721	966	4	4	453.0
4001_16727	20150723	3074	12	11	1616.0
4001_16727	20150724	1480	3	3	377.0
4001_16728	20150721	3131	13	11	1846.0
4001_16728	20150722	1642	0	0	0.0
4001_16728	20150723	1803	0	0	0.0
4001_16728	20150724	1405	0	0	0.0
4001_16728	20150725	1538	0	0	0.0
4001_16728	20150726	3937	1	1	226.0
4001_16728	20150727	1425	0	0	0.0
4001_16728	20150728	1599	0	0	0.0
4001_16729	20150721	310	0	0	0.0
4001_16730	20150721	2993	12	12	1800.0
4001_16730	20150722	1666	0	0	0.0
4001_16730	20150723	1628	0	0	0.0
4001_16730	20150724	1667	0	0	0.0
4001_16730	20150725	1460	0	0	0.0
4001_16730	20150726	3937	1	1	100.0
4001_16730	20150727	1859	0	0	0.0
4001_16730	20150728	1670	0	0	0.0
4001_16731	20150721	605	2	2	224.0
4001_16732	20150721	3967	12	12	1978.0
4001_16733	20150721	1515	6	6	831.0
4001_16734	20150721	1345	6	6	687.0
4001_16735	20150721	1879	4	4	438.0
4001_16735	20150722	1993	0	0	0.0
4001_16735	20150723	317	0	0	0.0
4001_16735	20150724	346	0	0	0.0
4001_16736	20150721	2427	9	9	1133.0
4001_16736	20150722	1560	4	4	688.0
4001_16737	20150721	1735	6	6	720.0
4001_16737	20150722	787	1	1	183.0
4001_16737	20150723	354	0	0	0.0
4001_16737	20150724	406	0	0	0.0
4001_16737	20150725	799	0	0	0.0
4001_16737	20150726	913	0	0	0.0
